idPlayerNBA,namePlayer,summary,comments,dynastycomment
1631109,Mark Williams,An obvious breakout pick after a strong finish to his rookie season. LaMelo will feed him endless easy looks. ,"Coach Steve Clifford wasted half of Mark Williams’ rookie season in order to let Mason Plumlee shoot off-balanced floaters with his weaker left hand. So you have to take Williams’ 9-cat season rank with a grain of salt. 

As a starter, Mark showed considerable upside with averages of 11.6 points, 9.8 rebounds, 0.6 dimes and 1.1 blocks in 26 minutes per game. He’s absolutely massive at 7-0 with a 7-7 wingspan, and that’s going to make him a laughably good lob target for a healthy LaMelo Ball. Don’t underestimate that combo. 

Mark is already one of the best rebounders in the NBA, especially on the offensive glass with 4.0 ORBs per 36. His block rate is excellent and only going to get better, and his below average FT% is too low volume to worry about. He’s healthy after offseason thumb surgery and is the clear cut favorite to start at center with Plumlee out of the picture. He’s a no-brainer upside pick in the middle rounds. ",Starting job is now his. LaMelo will supply him with endless easy looks.
1631110,Jeremy Sochan,"If Sochan can clean up his efficiency and improve his shooting, we could have a breakout on our hands. On the path to becoming a two-way stud. ","I absolutely love Sochan and this is a player who definitely passes the eye test. However, he’s beyond raw as a prospect, and while I think he has a great chance to start at SF with Keldon coming off the bench, I think he’s going to have a rollercoaster of a season. 

This is a player who is still figuring out his role on the offensive end. The Spurs let him dabble in the pick-and-roll for a couple possessions per game which is encouraging, but he also ranked in the 18th percentile on those. Long way to go. He also ranked in the 16th percentile in transition, an area he should honestly thrive in. It’s not all bad though. Sochan was in the 79th percentile off cuts, and you better believe Wemby will be able to find him at will. 

The shooting percentages are what worry me the most, but if you’re punting 3s or FT%, Sochan could be worth a gamble at a cheap price as a defensive menace (1.1 steals and 0.6 blocks per 36), an improving playmaker and excellent rebounder. ","Far from a complete player, but has monstrous defensive upside and Spurs will give him some reps as a playmaker."
1631111,Wendell Moore Jr., , ,
1631112,Kendall Brown, , ,
1631114,Jalen Williams,Jalen reminds me so much of the Rookie of the Year version of Tyreke Evans but with elite defense to go with his knack for getting to the rim at will. ,"Jalen Williams was one of the best rookies in the NBA in 2022-23 and probably should’ve gotten a bit more love for Rookie of the Year. A 6’5 wing with unheard of strength and a ludicrous 7’2 wingspan, Williams averaged 1.4 steals and 0.5 blocks, often guarding the best player on the other team. 

Williams shot 73% at the rim and can finish with the best of them – only Paolo took more shots in the restricted area among the rookie class. With a true shooting percentage of 58%, his efficiency as a rookie is extremely rare and his numbers after the All-Star break were electrifying with 18.6 points, 5.4 rebounds, 4.5 assists, 1.7 steals and 1.2 triples. In that span, Jalen was the 22nd ranked player in 9-cat. 

He’s also as versatile as it gets with minutes logged at every position outside of center, and he’ll likely start at the four alongside Chet Holmgren. The Thunder are going to be of the most exciting teams to watch and are likely playoff bound. Jalen will not be cheap in competitive drafts but I’ll make it a priority to grab some shares of one of the most exciting up-and-coming wings. ",Built like rookie-season Tyreke Evans. Unstoppable at the rim and racks up steals.
1631115,Orlando Robinson, , ,
1631116,Patrick Baldwin, , ,
1631117,Walker Kessler,Was utterly dominant as a rookie with a sky-high block rate and excellent rebounding. Rudy Gobert 2.0?,"Kessler is coming off a dominant rookie season in 2022-23, but it took a while to get there. He began the season coming off the bench, but he took over the starting role within a couple months and never looked back, ultimately turning in a top-55 campaign in 9-cat per-game value. With an ADP of 141, he went undrafted in quite a few leagues and was one of the best values of the season. 

Only Jaren Jackson Jr. had a better block rate than Kessler, and he was the fourth best offensive rebounder in the NBA. He can’t do much offensively yet, but he lives around the rim and shot 72% from the field as a result. His 51% free throw rate is a red flag, but luckily he’s not going to get to the line much. 

Basketball Index has a “LEBRON” metric that estimates how many points better or worse a player is worth compared to league average, and Kessler has the highest rookie rating out of anyone over the past five seasons. Only 22 years old, Kessler is the next Rudy Gobert and it’s going to be exciting to see what he can do with a larger workload after seeing 23.0 minutes per game last season. The addition of John Collins shouldn’t be an issue for Kessler, and his stint with Team USA during the summer is only going to speed up his development.","Very little offense, but who cares when you're among the leaders in rebounds, blocks and FG%."
1631119,Jaylin Williams, , ,
1631120,JD Davison, , ,
1631121,Bryce McGowens, , ,
1631123,Jamaree Bouyea, , ,
1631124,Julian Strawther, , ,
1631128,Christian Braun,He may be the closest thing to Bruce Brown in the entire NBA. Big season is coming. ,"All of Denver’s beat reporters seem to think that Christaun Braun is the guy who will step up in Bruce Brown’s absence. And that definitely makes sense, as Braun was one of Denver’s best defenders last season and he always brought energy to the floor. He also thrived off cuts (93rd percentile), an important skill to have when playing alongside the best playmaker in the NBA. We didn’t get to see Braun do much offensively with a 13% usage rate, but he’s going to get his chances in 2023-24. ",The next Bruce Brown is a popular breakout pick amongst Denver beat writers.
1631131,Oscar Tshiebwe, , ,
1631132,Christian Koloko, , ,
1631133,Jabari Walker, , ,
1631157,Ryan Rollins, , ,
1631159,Leonard Miller, , ,Total upside pick. Excellent dart throw for rebuilding teams.
1631165,Keon Ellis, , ,
1631169,Josh Minott, , ,
1631170,Jaime Jaquez Jr., , ,The Heat may have their next Max Strus but with a bit more pop to his game.
1631171,Justin Lewis, , ,
1631172,Ousmane Dieng, , ,"Showed flashes during the Summer League, but OKC are loaded with exciting youngsters."
1631173,Terquavion Smith, , ,
1631197,Jared Rhoden, , ,
1631199,Ron Harper Jr., , ,
1631200,Kris Murray, , ,A rebuild is what Murray's owners are rooting for. They'll get it.
1631204,Marcus Sasser, , ,
1631207,Dalen Terry, , ,
1631209,Isaiah Wong, , ,
1631210,Jacob Toppin, , ,
1631211,Trevor Keels, , ,
1631212,Peyton Watson, , ,
1631213,Tyrese Martin, , ,
1631216,Caleb Houstan, , ,
1631217,Moussa Diabate, , ,
1631218,Trayce Jackson-Davis, , ,
1631219,John Butler Jr., , ,
1631220,Dereon Seabron, , ,
1631221,Collin Gillespie, , ,
1631222,Jake LaRavia, , ,
1631223,David Roddy, , ,
1631230,Dominick Barlow, , ,
1631243,Mouhamed Gueye, , ,
1631245,Quenton Jackson, , ,
1631246,Vince Williams Jr., , ,
1631254,Kenneth Lofton Jr., , ,
1631260,AJ Green, , ,
1631288,Jamal Cain, , ,
1631298,Jack White, , ,
1631306,Cole Swider, , ,
1631309,Trevor Hudgins, , ,
1631311,Lester Quinones, , ,
1631321,Sidy Cissoko, , ,
1631323,Simone Fontecchio, , ,
1631340,Mojave King, , ,
1631367,Jacob Gilyard, , ,
1631466,Jeenathan Williams, , ,
1641645,Xavier Cooks, , ,
1641705,Victor Wembanyama,"I haven’t drafted rookies in the top few rounds for the last several years, but Wemby is too special to pass on. Insane block rate and playmaking ability will give him a high floor. ","Wemby was arguably the most hyped NBA prospect ever, and personally I’ve been hooked ever since I saw a video of him at age 16 giving Rudy Gobert the business in a 2 vs 2 drill. A rare combination of size (7-4) and fluidity, Wemby will come to the league with an NBA-ready frame and is already miles ahead of where Giannis was when he came to the states. Wemby has already shown that he can play at a high level against legit competition in France’s first division, averaging 20.9 points on 47/27/82 shooting with 10.3 rebounds, 2.4 dimes and 3.0 blocks. 

Although he was tabbed as the likely No. 1 pick for years, he further cemented his case when he ran circles around Chet Holmgren at the U19 World Cup. Wemby’s Summer League opener was shaky due to nerves, and it didn’t help that the Hornets blitzed him with double teams at every chance. He found his groove in the second game though, giving everyone a taste of just how special he is. 

The Spurs are going to throw him into the fire as their No. 1 option right out of the gate, and they will be deploying him at the four beside Zach Collins. He doesn’t have any medical red flags to speak of, although the Spurs may handle him with kid gloves. I don’t often target rookies aggressively, but at least in early drafts, I’ve seen him go in the third round and I’ll bite at that price all day.","No. 3 ranking before playing an NBA game is bold, but he's a true alien on the court."
